JobID	GroupID	Title	Description	Requirements	City	State	Country	Zip5	StartDate	EndDate
1865	1	NURSE PRACTITIONER FULL TIME	NURSE PRACTITIONER F/T   Cardiology exp preferred  E Setauket  Contact Patti 631-941-2273 x109  WEB ID ND16849892\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-13 22:46:05.99	2012-04-12 23:59:59
1866	1	ADMIN PERSONAL ASSIST F/T For a Real Estate Management Owner	ADMIN PERSONAL ASSIST F/T  For a Real Estate Management Owner. Exp'd, Great Neck Location. Must Be computer (Word) lit. 516-487-9030  WEB ID ND16850173\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-13 22:46:07.73	2012-04-12 23:59:59
1867	1	SPEECH/OT/PT for established EI/CPSE program	SPEECH/OT/PT  for established  EI/CPSE program. Must be fully NYS certified. Rockaways area. Email:  barbaranisman@onourwaylc.org  WEB ID ND16850376\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-14 22:45:57.09	2012-04-13 23:59:59
1868	1	REAL ESTATE SALES	REAL ESTATE   AAA CAREER\r\n  FREE CAREER SEMINAR\r\n  $50K-$100K Unlimited Thereafter\r\n  Flexible Work Hours & Days\r\n  Earn While You Learn \r\n Full Training & Support\r\n  CALL TODAY-SPACE LIMITED!!! \r\n Lindenhurst, Babylon 631-226-5995\r\n  Grt Neck, New Hyde Pk 516-466-7800\r\n  Massapequa, Bellmore 516-826-8100\r\n   WEB ID ND16850715\r\n Source - Newsday\r\n \r\n \r\nSeeking 2 Sales Associates/Free Online Profile Test\r\nThe Path to Success with CENTURY 21 AA Realty.\r\n\r\nVisit our "Nine Minute Online Personality Profile Test" to find out if your personality is right for a Real Estate Sales Career.\r\n\r\nDo you have what it takes to become a Top income earning Real Estate Sales Pro?\r\n\r\nVisit <a href="http://c21aa.agenttype.com/?c=CareerBuilder">www.My9MinuteSalesProfile.com</a> and you will receive instant results describing your strength and weaknesses as a Real Estate Salesperson.\r\n\r\nFrom here you can choose to set an appointment with us to discover the process of obtaining your license and read more about our company. Why not start now? The profile is free, its fast and the information has proven to be invaluable to assessing your style as it might be best used in a real estate career.\r\n\r\nCentury 21 AA Realty is the Recipient of the Century 21 Art Bartlett 2100 Cup (The Century 21 Systems Most Coveted Company Award in the world). When you join our team of agents you are joining the best in the business! Our company has developed a very personalized "Broker Mentor and Coaching Program" to assist new agents in the early phases of their Real Estate Career. During this period of time you are earning high commissions while you're learning.\r\n\r\nIf you would like to learn more about becoming a Sales Associate Professional at Century 21 AA Realty, visit our career information site at www.century21aa.com/careers\r\n\r\nCentury 21 AA Realty is an award winning company in the Top 1% of Century 21 companies in the World. We have offices in Seaford and Lindenhurst serving Nassau and Suffolk County.\r\nEmail us at: joinus@century21aa.com	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:05.337	2012-04-15 23:59:59
1869	1	AUTO Sales - Rare Opportunity Auto exp Pref - Will train	AUTO Sales - Rare Opportunity  Auto exp Pref - Will train right individual. Salary/Comm/bonus/401k. Make a Home here in our Team Enviornment! If you are Hi-energy & ambitious you will earn! Call Brian or Guy at 631-724-3300  Email: Bsmith@smithtowntoyota.com  WEB ID ND16850996\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:06.027	2012-04-15 23:59:59
1870	1	Auto Sales- HASSETT FORD/LINC LIs largest vol Ford/Linc dlr seek	Auto Sales- HASSETT FORD/LINC  LIs largest vol Ford/Linc dlr seeks exp'd sales pro. Excel$$ potential. 20 Cars per mo. if you're good. Ford/Linc exp a +. Full bnfts.   Lou Evans  516-785-7800 x-451  WEB ID ND16851090\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:06.85	2012-04-15 23:59:59
1871	1	COLLECTION	COLLECTION OFFICE  FULL TIME POSITIONS \r\n\r\n\r\nFor Growing Garden City Law Firm. \r\n\r\nTop Pay with Aggressive Bonus Structure, benefits.\r\n\r\n Experienced: \r\n\r\n Debt Collectors,\r\n\r\n Managers,\r\n\r\n I.T. personnel,\r\n \r\nAuditors \r\n\r\nwith 3+ years experience.\r\n\r\n Please Fax Resume 516-512-5450  WEB ID ND16851184\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Garden City	NY	US	11530	2012-03-16 16:33:07.01	2012-04-15 23:59:59
1872	1	AUTO SALES Anchor Audi, L.I	AUTO SALES  Anchor Audi, L.I. leading Audi dealer is looking for exp auto sales professionals seeking an opportunity to earn big $$$ in an excellent working environment, selling the most in demand vehicles. We offer THE MOST AGGRESSIVE COMP. PKG. IN THE INDUSTRY, incl. sal., com.,strong vol. bonus, spiffs, demo allowance, 401K, & more. Email resume to hrdept@anchoraudi.com.  WEB ID ND16851489\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:09.3	2012-04-15 23:59:59
1873	1	AUTO SALES, NEW & USED Experienced preferred but will train	AUTO SALES, NEW & USED  Experienced preferred but will train.  Earn $75k. E-mail resume:  phil@newinsford.com  WEB ID ND16851806\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:10.313	2012-04-15 23:59:59
1874	1	SOCIAL Services JOB FAIR QSAC - March 19	SOCIAL Services  JOB FAIR  QSAC - March 19. 10 am-2 pm  872 Atlantic Ave., Baldwin, NY 11510    QSAC, a non-profit agncy srvcng pop  w/ autism in NYC and LI is hiring for a  new resid in Lattingtown, Nassau Cty.  Residence Manager  Shift Supv (am & pm) & Wknd Supv  Direct Care (Shifts Avail)  Registered Nurse (FT & PT)  Behavior Specialist (ABSS)  Special Ed Teachers-NYS Certified  Teachers Assts-NYS Certified  Drv lic reqd for all pos. Excl sal &  bnfts. Bring copies of your resume &  certifications. If you are unable to at-  tend, email res, sal reqs, pos applying  for to:  lattingtownjobs@qsac.com  WEB ID ND16851904\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:10.907	2012-04-15 23:59:59
1875	1	A/R CLERICAL Established Ronkonkoma Co	A/R CLERICAL  Established Ronkonkoma Co. is looking for detailed oriented self-starter. 1-3 yrs exp in billing and CR. Excel a must. Fax resume w/sal req to 631-471-4668 or email HR@ABATransportation.com.EOE   WEB ID ND16852446\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:15.013	2012-04-15 23:59:59
1876	1	Programmer/Web System Developer	Programmer/Web System Developer, ICON Central Laboratories, Inc., Farmingdale, NY. Responsible for dsgng & implmtg web based services for clinical laboratory envrmt; locating & rectifying system faults; testing & verifying prgm results. Reqd: M.S. or equiv CS, or IT rltd fld & 3 yrs rltd exp. Send CV/resume & salary reqmts to hrresumes@iconplc.com. Refer to code 3575. EOE, no agencies please.\r\nWEB ID ND16852448\r\nSource - Newsday	Please refer to the Job Description to view the requirements for this job	Farmingdale	NY	US		2012-03-16 16:33:15.867	2012-04-15 23:59:59
1877	1	INSIDE SALES FULL TIME	INSIDE SALES F/T   Social Media company looking for sales professionals with at least 2 yrs exp to sell services to execs and prof'ls. Stockbrokers pref'd but not nec. Plush Westbury location   $600 wkly plus comm, Daily cash bonus es, Stock Options, Medical Benefits $200K Potential **  2 Shifts Available   9am-5:30pm and 7pm-4am  Only Closers Need Apply  Call Mr Clark 516-222-2266 or   FAX resume to 516-222-2563  sales@ashfordpublishing.com  WEB ID ND16852653\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:18.17	2012-04-15 23:59:59
1878	1	MEDICAL RECORDS DEPARTMENT FULL TIME	MEDICAL RECORDS DEPT F/T  Busy Smithtown Cardio Practice  Medical Office Exp Only. Fax res  attention: Stephanie 631-265-3304  WEB ID ND16852722\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:18.773	2012-04-15 23:59:59
1879	1	DIESEL MECHANIC - SUBSTITUTE	MECHANIC - SUBSTITUTE  \r\n\r\nPlainedge Public Schools\r\nNorth Massapequa, Long Island, New York\r\n\r\nMust have: \r\nCDL class B license with no restrictions on air brakes \r\nWelding certificate from fire marshal. \r\nSchool bus  endorsement & passenger endorsement. \r\nDOT certification to service air brakes. \r\n\r\nSalary is depending on experience. \r\n\r\nResume to: \r\nMarie Donnelly, Admin. Ass't for Business & HR\r\nPlainedge School District\r\n241 Wyngate Drive\r\nNo. Massapequa, NY 11758 \r\nOr email:  marie.donnelly@plainedgeschools.org  \r\n\r\nWEB ID ND16853050\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	North Massapequa	NY	US		2012-03-16 16:33:20.143	2012-04-15 23:59:59
1880	1	BANKING OPPORTUNITIES SIGNATURE BANK Come join us! Signature Ban	BANKING OPPORTUNITIES  SIGNATURE BANK  Come join us! Signature Bank was  ranked by Forbes as the 5th Best Bank  in the United States. We currently  have the following opportunities in  various Long Island offices:  FINANCIAL CENTER MANAGER  In this position, you will manage the  daily ops of the financial center includ-  ing teller services and you will support  private client groups and their clients.  CREDIT ANALYST  In this position, you will assist Senior   Lenders in the processing of personal  and business loans by reviewing and  spreading financial statements and  other credit information.   TELLER  In this position, you will assist cli-  ents by providing an extraordinary  level of service while facilitating fi-  nancial transactions, including depos-  its  and  withdrawals.    Previous experience required.  Signature Bank offers a competitive  compensation (with BONUS ELIGIBILI-  TY) and excellent benefits package for  qualified employees, including medical,  dental, vision, tuition reimbursement  and  401(k)  plan.    It's Always Personal  At Signature Bank!    To submit your resume, please visit  www.signatureny.com  under employment section.  EOE m/f/d/v  WEB ID ND16853057\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:20.913	2012-04-15 23:59:59
1881	1	CONSTRUCTION	CONSTRUCTION   LI Based Construction Contractor looking for experienced project managers, field supervisors, estimators and administrative assistants, reception experience a plus. Fax (631)454-2886  WEB ID ND16853117\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 16:33:23.34	2012-04-15 23:59:59
1882	1	FOOD- SUPERMARKET POSITIONS	FOOD  - SUPERMARKET  SEASONAL & F/T OPENINGS  Citarella has SEASONAL and FULL- TIME openings at our East Hampton and Bridgehampton stores. Positions include: CASHIERS, STOCK/DELI/ PRODUCE/FISH COUNTER ASSO CIATES, BUTCHERS, PIZZA MAKERS. We offer competitive wages & bnfts.  On the spot interviews   every Wed  10am-2pm at  Citarella  2209 Montauk Highway, Bridgehampton, NY or apply online on  www.citarella.com  WEB ID ND16853126\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	East Hampton	NY	US		2012-03-16 16:33:23.513	2012-04-15 23:59:59
1884	1	OTs & PTs F/T & P/T Temp, Setauket - flex hours for pre-school	OTs & PTs  F/T & P/T Temp, Setauket - flex hours  for pre-school program, NYS lic/reg &  peds exp req. Fax: 631.331.6865 email  jobs@alternativesforchildren.org  EOE  ALTERNATIVES FOR CHILDREN  WEB ID ND16853376\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-16 17:01:26.193	2012-04-15 23:59:59
1885	1	Physical Therapists and Physical Therapist AssistantSt	Physical Therapists and Physical Therapist Assistant\r\n\r\nSt. Francis Hospital in Roslyn, NY, offers award-winning, patient-centered care.\r\n\r\nWhile serving as the only designated cardiac specialty hospital in NY State, our varied inpatient caseload also includes orthopedic, neurologic, vascular, pulmonary and other med-surg diagnoses. Our outpatient therapists treat primarily orthopedic and neurological patients and work closely with our Pain Management team.\r\n\r\nWe currently have the following opportunities for experienced therapists:\r\n\r\nPhysical Therapists\r\nâ¢Part-time (inpatient)\r\nSat and/or Sun, 8 am â 4 pm\r\nâ¢Per Diem (outpatient or inpatient)\r\nVaried days and times\r\n\r\nPhysical Therapist Assistants\r\nâ¢Per Diem (inpatient)\r\nVaried days 8 am â 4 pm\r\n\r\nTo learn more about us, our competitive benefits package, and to apply online, visit www.stfrancisheartcenter.com\r\n\r\nST. FRANCIS HOSPITAL\r\nTHE HEART CENTER\r\n\r\nA Member of Catholic Health Services of Long Island.\r\n\r\nEOE <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-18 21:20:25.253	2012-04-17 23:59:59
1886	1	BIMBO BAKERIES USOur Mission: To Nourish, Delight, and Serve Our	BIMBO BAKERIES US\r\n\r\nOur Mission: To Nourish, Delight, and Serve Our World\r\n\r\nAnd now introducing to New York and New Jersey, America's #1 Bread Brand...\r\n\r\nBe a part of a forward thinking, innovative company. We are an extraordinary place to work!\r\n\r\nRoute sales opportunities available across Metro NY, including New York City, Long Island, North and Central New Jersey!\r\n\r\nJoin us 9am-4pm at our upcoming Job Fairs!\r\n\r\nFebruary 28th at the Glenpointe Marriott, 100 Frank W Burr Blvd, Teaneck, NJ\r\n\r\nFebruary 29th at the Woodbridge Hilton, 120 Wood Ave, South Iselin, NJ\r\n\r\nMarch 5th at the LaGuardia Marriott, 102-05 Ditmars Blvd, East Elmhurst, NY\r\n\r\nMarch 6th at the Islandia Marriott, 3635 Express Drive North, Islandia, NY\r\n\r\nBefore you come please visit us at http://careers.bimbobakeriesusa.com/career.cfm and fill out an application online!\r\nSearch on Job ID 5571 or 5572 <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-18 21:20:30.603	2012-04-17 23:59:59
1887	1	CAREERFAIR201Wednesday | April 18, 2012 | Melville Marriott	CAREERFAIR201\r\nWednesday | April 18, 2012 | Melville Marriott Lon Island | 9am-4pm\r\n\r\nEntry-level recruit just starting out? Experienced executive looking for change? No matter what you are searching for, discover scores of empployment opportunities at Newsday's 2012 CareerFair.\r\n\r\nOne of the Northeast region's largest job fairs. Newsday is partnering with dozens of top Long Island companies to help you find the job you've been dreaming about.\r\n\r\nAdvertisers: Be part of Newsday's CareerFair 2012! Call you Newsday representative, or 631-843-2242 <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-19 08:48:46.923	2012-04-18 23:59:59
1889	1	CHEF - F/T Upscale Italian Restaurant, in business for	CHEF - F/T  Upscale Italian Restaurant, in business for over 30yrs. Mario Restaurant,  644 Motor Parkway, Hauppauge, 11788. Call 631-273-9407\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-22 22:45:42.69	2012-04-21 23:59:59
1891	1	START A NEW HIGH PAYING SALES CAREER at the Atlantic Auto GrouTh	START A NEW HIGH PAYING SALES CAREER at the Atlantic Auto Grou\r\n\r\nThe Atlantic Auto Group is the 3rd largest Privately-held Auto Group in the country with over 1300 employees.\r\n\r\nWE NEED SALES PEOPLE AT ALL LOCATIONS IMMEDIATELY!\r\n\r\nWE'RE GROWING! BUSINESS IS BOOMING!\r\n\r\nWE HAVE THE WORLD'S LARGEST HYUNDAI DEALERSHIP AND ONE OF THE WORLD'S LARGEST NISSAN AND TOYOTA DEALERS TOO!\r\n\r\nIf you are motivated, enthusiastic and want to make $70 - $110K your first year, we encourage you to apply now!\r\n\r\nBy completing the most successful training program in the country you will be placed in one of our 21 highly successful dealerships.\r\n\r\nAUTO EXPERIENCE IS NOT NEEDED!!!\r\nWE ARE WILLING TO TRAIN THE RIGHT PEOPLE.\r\n\r\nIf you have great people skills and you're ready to commit to the training and dedication required, we will give you the tools you need to succeed during our Fully Paid Training Program - Rated # 1 in the U.S. and...\r\n\r\n$1200 SIGNING BONUS\r\n\r\nThis is your chance to make a move to a High-paying career. Candidates with all backgrounds and experience levels are encouraged to apply.\r\n\r\nWith new store openings, classes are forming now and filling quickly!\r\n\r\nStop by one of our convenient interview sessions for placement in any of our 21 award winning dealerships.\r\n\r\nâ¢ Atlantic Audi - Atlantic Cadillac - Atlantic Chevrolet - Atlantic Honda - Atlantic Hyundai - Atlantic Nissan - Atlantic Toyota - Atlantic Volkswagen - Advantage Hyundai - Advantage Nissan - Advantage Toyota - Huntington Toyota - Chevrolet of Huntington - Lexus of Massapequa - Lexus of Rockville Centre - Massapequa Nissan - Mid-Island Hyundai - Millennium Honda - Millennium Hyundai - Millennium Toyota - South Shore Hyundai\r\n\r\nInterviews for Sales positions at all stores are being held 3 DAYS ONLY:\r\n\r\nTuesday, 3/27 (9am-4pm)\r\nAtlantic Volkswagen\r\n555 Sunrise Hwy\r\nWest Islip, NY\r\n(631) 650-3400\r\n\r\nWednesday, 3/28 (9am-5pm)\r\nMillennium Toyota\r\n257 N Franklin St\r\nHempstead, NY\r\n(516) 485-1400\r\n\r\nThursday, 3/29 (9am-5pm)\r\nLexus of Rockville Centre\r\n700 Sunrise Hwy\r\nRockville Centre, NY\r\n(516) 992-4100\r\n\r\nFULLY PAID TRAINING PROGRAM STARTS APRIL 8TH\r\n\r\nCheck out our commerical at: YouTube\r\nhttp://www.youtube.com/user/Vispoltv?feature=mhee#p/u/0/BDTzehjFYks\r\n\r\nThere is no need to schedule an appointment, just check in with the receptionist when you arrive.\r\n\r\nAsk for Jeff Peck.\r\nBusiness attire required.\r\nPlease bring resume. <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 09:55:51.12	2012-04-22 23:59:59
1894	1	Restaurant Manager Seasonal position April-Sept/Upscale	Restaurant Manager   Seasonal position April-Sept/Upscale  North Shore Waterfront/6days/pm  Send Res: pineislandjobs@gmail.com   WEB ID ND16855715\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 10:00:56.24	2012-04-22 23:59:59
1896	1	CNA'S and Exp'd LPN's OPEN HOUSE Thurs, March 29th 10a-4p	CNA'S and Exp'd LPN's  OPEN HOUSE  Thurs, March 29th 10a-4p  Brooklyn: 1320 E.17th St  Queens/LI: 146-19 Archer Ave  (718) 998-4660  www.townenursing.com  WEB ID ND16856245\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 10:00:59.18	2012-04-22 23:59:59
1898	1	HOTEL HOUSEKEEPER Housekeeping/Laundry Aide	HOTEL HOUSEKEEPER  Housekeeping/Laundry Aide. Fri/Sat/Sun/Mon 11am-8:30pm, Huntington.  Call  Geri Mon-Fri 11-3: 631-659-1305  WEB ID ND16856890\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 10:01:08.12	2012-04-22 23:59:59
1899	1	INSIDE SALES FULL TIME	INSIDE SALES F/T   Social Media company looking for sales professionals with at least 2 yrs exp to sell services to execs and prof'ls. Stockbrokers pref'd but not nec.   Plush Westbury location   $400 wkly plus comm, Daily cash bonus es, Stock Options, Medical Benefits $200K Potential **  2 Shifts Available   9am-5:30pm and 7pm-4am  Only Closers Need ApplyCall Mr Clark 516-222-2266 or   FAX resume to 516-222-2563  sales@ashfordpublishing.com  WEB ID ND16856950\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 10:01:08.97	2012-04-22 23:59:59
1902	1	Administrative Asst - Part Time	Administrative Assistant - Party Time\r\nExcellent computer, typing-keyboarding skills a must. Some phone/filing. Some General Admin Asst responsibilities.  Candidate must be reliable, professional and able to work in fast paced environment. Fax salary and resume:  631-242-5629  WEB ID ND16857391\r\n <BR><BR>Source - Newsday	Fast growing company seeks candidate with excellent computer, keyboarding and internet skills. Must be professional, dependable, have good communication skills and able to work in fast paced environment.  Experience with Microsoft Office, Outlook a must.  Some phones, filing.  Experience working within Engineering/Construction related office a plus, but not required for position.  	Farmingdale	NY	US	11735	2012-03-23 15:00:41.04	2012-04-22 23:59:59
1903	1	AUTO RECEPTION - F/T & P/T position avail for Reception	AUTO RECEPTION - F/T & P/T position  avail for Reception. Heavy phone  volume, computer & phone skills/  upbeat personality/wknd avail & exp   a must.NO CALLS PLEASE. Serious  inquiries only. Email resumes to:  mcannata@ westburyjeep.com  WEB ID ND16857473\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 17:00:49.267	2012-04-22 23:59:59
1904	1	PRODUCTION SUPERVISOR	PRODUCTION SUPERVISOR  2-5yrs exper, highly organized w/ ability to motivate, work under pressure & meet aggressive prod. goals. Self-starter, must be hands-on w/strong communication skills, bi-lingual span/eng a plus, food mfg exp a plus. Hauppauge.  Res: ldepaula@castella.com  WEB ID ND16857482\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 17:00:51.34	2012-04-22 23:59:59
1906	1	RECEPTIONIST FULL TIME	RECEPTIONIST F/T  Southampton alarm co. Heavy phones, filing, computer lit, co benefits, medical, 401K. amendolare@bellringer.com  WEB ID ND16857537\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 17:00:55.117	2012-04-22 23:59:59
1907	1	Construction Sales F/T For exterior Construction co	Construction Estimator/Sales F/T  For exterior Construction co. Must have Exterior-Masonry Exp; MUST read plans, have AutoCAD & Computer Knowledge. Please FAX resume to 718.729.4160- NO PHONE CALLS PLEASE!  WEB ID ND16857582\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-23 17:00:56.3	2012-04-22 23:59:59
1909	1	OPTICAL FRAME SALES Immediate FT/PT for private W	OPTICAL FRAME SALES  Immediate FT/PT for private W. Hemp stead optical store. Contact lens expe rience a +. Call Bruce 516-481-6640  WEB ID ND16857931\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-27 22:45:45.633	2012-04-26 23:59:59
1911	1	ASST. DIRECTOR OF NURSING NH on Suffolk / Nassau border	ASST. DIRECTOR OF NURSING   NH on Suffolk / Nassau border   Fax Resume to 631-587-0280  WEB ID ND16858126\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-30 10:00:42.737	2012-04-29 23:59:59
1914	1	DIE CUTTER OPERATOR Suffolk Corrugated Co seeks exper op erator.	DIE CUTTER OPERATOR  Suffolk Corrugated Co seeks exper op erator. Excellent pay (commensurate w/exp), benefits; 401K. 631-243-0303   WEB ID ND16860781\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-03-30 10:00:59.803	2012-04-29 23:59:59
1915	1	PARALEGAL Law firm seeking motivated, organized person w/Exp in	PARALEGAL   Law firm seeking motivated, organized person w/Exp in Social Security matters. Computer skills a must. Competitive salary & benefits. Fax Resume to: 516-586-8579  WEB ID ND16860964\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Farmingdale	NY	US	11735	2012-03-30 10:01:02.97	2012-04-29 23:59:59
1924	1	PROJECT Designer NY, NY: Under the supervsn of lic'd architect,	PROJECT Designer NY, NY: Under the supervision of licensed architect, design multiple projects (early conceptual phase to technical execution). Utilize knowledge of advanced architectural concepts to render design ideas through hand renderings/computer aided visualizations of artistic presentation quality. Coordinate with installers, contractual workers, \r\nconsultants, clients. Utilize AutoCAD, Revit Architecture, 3D Max Studio, SketchUp, TopMod, Adobe Suite, Flash, Enerwin E-C, Desktop Radiance. Reply: John Fotiadis Architect, 21 Penn Plaza 360 W 31st Ste 700, NY, NY 10001  WEB ID ND16864370\r\n <BR><BR>Source - Newsday	Please contact employer for additional information.	New York	NY	US		2012-04-06 10:01:02.053	2012-05-05 23:59:59
1925	1	NURSE RN/LPN PART TIME	NURSE RN/LPN P/T  For Ob/Gyn dept of large medical group, Huntington area. Mon-Thurs 4pm -8pm, 2 Sats/mo 9am-12 noon.   FAX resume to Attn Cathy 631-351-3694  WEB ID ND16864545\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-04-06 10:01:03.91	2012-05-05 23:59:59
1929	1	OR Scrub Tech Exp OR Scrub Tech multi-spec ASC	OR Scrub Tech  Exp OR Scrub Tech multi-spec ASC.  FT/PT pos avail w/benefits.        Fax:\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-04-06 13:00:54.277	2012-05-05 23:59:59
1932	1	RISK MANAGEMENT Unique Growth Opportunity in Risk Management	RISK MANAGEMENT  Unique Growth Opportunity in Risk Management Major New York State medical malpractice insurance company has an exciting career opportunity available in our Hospital & Special Pro grams Department. Responsible for as sisting with the daily operations of the Risk Management process as it relates to the Hospital Department, including  evaluating risk management issues and  planning appropriate intervention. The  ideal candidate will possess an under graduate degree and have 5+  years experience in hospital based  clinical Risk Management and/or QI  and safety programs; incident report-  ing and analysis, investigations as  well as experience with regulatory  agencies. Experience with preparation  and presentation of educational pro grams a plus. Excellent written and  communication skills required.Send/ fax/e-mail resume with cover  letter & salary requirements to:   Human Resources   Dept. P.O. Box 4300   Manhasset, NY 11030   F) 516-365-9241 hr@ medmal.com  WEB ID ND16865328\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-04-06 15:00:34.603	2012-05-05 23:59:59
1933	1	PROCESSORS & LOAN SHIPPERS Mortgage Bank looking for experienced	PROCESSORS & LOAN SHIPPERS  Mortgage Bank looking for experienced Processors & Entry Level Shippers.  Email resume to:\r\n <BR><BR>Source - Newsday	Please refer to the Job Description to view the requirements for this job	Long Island	NY	US		2012-04-06 22:46:03.003	2012-05-05 23:59:59
2089	1	Pastor	Church Pastor New Mt. Pleasant MBC in Inglewood, CA is seeking a Pastor. Download Application from the church Website: www.newmountpleasantmbc.org  Fax or email applications. 03/02-31/2012. No onsite drop-offs will be accepted. www.newmountpleasantmbc.org Los Angeles Times 2012-03-02 <br><br>Source - Los Angeles Times	Please refer to the Job Description to view the requirements for this job	Inglewood	CA	US	90301	2012-03-02 01:13:44.657	2012-04-01 23:59:59
