Id,Title,FullDescription,LocationRaw,LocationNormalized,ContractType,ContractTime,Company,Category,SalaryRaw,SalaryNormalized,SourceName
41783094,Chef de Partie  High Volume Banqueting Department  All Fresh Food,"A Chef de Partie is required for the banqueting department of a large hotel in Hertfordshire Role: In this position of Chef de Partie you will be working within the team of chefs servicing the banqueting department at the hotel that can hold numerous different styles of exclusive events for over **** covers.As a Chef de Partie in this department you will be preparing a wide variety of dishes from a number of different menus ranging from high volume, quality canaps parties to fine dining banquets. Requirements: All Chef de Parties applying for this role must have plenty of banqueting experience gained from a four/ five star hotel environment.The ability to work to high standards whilst being under pressure in a team environment is essential for this role. Benefits Include: Uniform Provided Meals on Duty Mainly Straight Shifts Temporary Accommodation Available Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieHighVolumeBanquetingDepartmentAllFreshFood_job****",Hertfordshire South East,UK,,,Chef Results,Hospitality & Catering Jobs,"22,500 per annum",22500,caterer.com
41879934,Future Leaders Development Programme  Technology,"Barclays are hiring. Future Leaders Development Programme  Technology Competitive base salary of **** plus a joining award of **** We live in a digital age, where behind every great idea are innovative technology products and processes that make it happen. In banking, every action we take becomes a digital transaction. No wonder technology is a driving force at Barclays, where our latest mobile banking innovations include Pingit, Paytag and the Features Store. Our Technology Product and Process Development programme helps creative, ambitious and focused people like you to take us into the next generation of banking, and turn big ideas into reality. The Programme You'll play a critical part in improving the experiences of customers and colleagues all over the world, as you work with the some of the industry's most sophisticated technology  and quite a few of its most sophisticated minds as well. Thanks to this accelerated twoyear programme, you'll help us innovate in everything from branch technology to mobile banking. Whether you're helping to develop bold new products, gaining onthejob knowledge or learning how to drive strategic change, you'll be able to play a critical part in improving the experiences of customers and colleagues all over the world as you acquire the skills, experience and exposure you need to become a respected leader in the field. You'll also get to work alongside senior managers right from the start. After all, what better way to learn about highquality leadership than to witness it firsthand. The programme is built around a series of four sixmonth rotational placements, each one offering even more responsibility than the last. All that challenge and freedom will bring out the best in you. Along the way, you'll pick up a wide range of skills that will open an equally wide range of career paths to you. Who we look for To become one of our future technology leaders, you'll need to be on course for, or already have obtained a ****:**** in a technical discipline and have a passion for technology. Whether you're based in UK or Lithuania, we'll look for an impressive array of work experience and involvement in extracurricular activities as well. For more information and to apply please launch the application button. Keywords: Graduate, Technology.",UK or Lithuania,UK,,permanent,,IT Jobs,"Competitive base salary of 36,000, plus a joining award of 8,000",36000,theitjobboard.co.uk
42128300,Cluster Revenue Manager,"Our client is part of a national hotel chain that requires an experienced Cluster Revenue Manager to be based in London. You will manage revenue for two hotels 350 bedrooms plus. As Cluster Revenue Manager you will maximise revenue, market share and profits for two hotels through the strategic coordination of revenue management processes and procedures. The Cluster Revenue Manager will drive the continued development and growth of customer service standards, revenue and profits from the two hotels and to deliver the company’s mission relating to profit, people, customer and quality. The Cluster Revenue Manager must be confident in driving and influencing revenue. You will currently be a Cluster Revenue Manager, Regional, Area or Revenue Manager looking for the next step up in your career. This job was originally posted as www.caterer.com/JobSeeking/ClusterRevenueManager_job****",London South East,South East London,,,Chess Partnership,Hospitality & Catering Jobs,"From 35,000 to 42,000 per annum plus bonus, pension etc",38500,caterer.com
42264990,Chef de Partie  High Quality Hotel  Fresh International Cuisine,"A top hotel in Hertfordshire needs a Chef de Partie to join the team of chefs in a busy kitchen Role: This role of Chef de Partie is based within a high volume, fresh food restaurant that operates a high quality buffet style service with menus based on international cuisine with all dishes prepared from scratch on site using fresh produce.In the role of Chef de Partie you will be expected to be capable of running a busy section in the kitchen, helping to supervise the Commis Chefs and ensuring that your station is clean and tidy at all times. Requirements: This position will need an experienced Chef de Partie who is used to working in a high volume, fresh food operation where the emphasis was on quality.A good all round cooking ability is essential for this role as you will be expected to assist with the training of the junior members of the team. Benefits Include: Uniform Provided Meals on Duty Mainly Straight Shifts Temporary Accommodation Available Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the apply now button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum & Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process.","Hertfordshire, UK, Hertfordshire",Hertfordshire,,,Chef Results,Hospitality & Catering Jobs,"20,500 per annum",20500,jobs.catererandhotelkeeper.com
42265407,Assistant Manager  Restaurant  West End,"Assistant Manager, Assistant Restaurant Manager  Award Winning Branded Restaurant group.****K  ****K Package This award winning company offers brilliant training s built its reputation as the best restaurant group to work for in the UK. Their continuing success is down to how they treat their Managers and the people focused culture they have created. The Person  You must have big passion and personality and love people. We are looking for a fantastic Assistant Manager with at least ****year s Management experience from a fast moving, handson, structured role within the restaurant/retail industry. We need Assistant Managers with great leadership skills and the ability to inspire people around you. The Role  To lead and inspire your team Where looking for a Assistant Manager with a great cando attitude, where you go out of your way to help train and develop others around you. You will always ensure great levels of service and lead and motivate your team by example using your own energy and passion to achieve goals. Benefits  Assistant Manager Up to ****k basic plus Great Bonus potential (****k ) 9 weeks training in a Centre of Excellence ****hr working weeks (Work / Life Balance) You will be part of one of the UK strongest, developing companies Please send your CV to rorybeerec.com or call Rory on **** **** Candidate Information Bee Recruitment is an equal opportunities employer, recruiting as a recruitment agency for the Hospitality Industry. All candidates must provide proof of identity and eligibility to work in the UK along with any relevant supporting qualifications","Central London / West End, London, UK, Greater London, Central London",London,,,Bee Recruitment London Ltd,Hospitality & Catering Jobs,"From 23,000 to 24,000 per annum",23500,jobs.catererandhotelkeeper.com
42757111,Exhibition Project Manager,"Andy File Associates Limited are working on behalf of their client as a Recruitment Agency with regards this permanent vacancy. Our client is a Award winning Creative Design Agency who are looking for a Exhibition Project Manager to join their team. Job Title: Exhibition Project Manager Competitive Salary  negotiable depending on level of experience. The role: To work on high profile projects Worldwide. To meet clients requirements to a high standard. You will be working with lots of suppliers so good organisational skills will be essential. Travelling abroad will be a large part of the role To be able to work well under pressure & work to tight deadlines. The candidate: Will have Project Management experience within the Exhibition & Events Industry. The individual will be energetic & passionate about their work. Will have overseas travel experience & be able to work weekends. This is a real opportunity to get involved with a fast paced, dynamic company. To discuss this fantastic opportunity in more detail contact Kelly on (Apply online only)",South East,South East London,,permanent,Andy File Associates Ltd,Other/General Jobs,35000 - 45000/annum,40000,cv-library.co.uk
42836168,Demi Chef de Partie  Stunning Hotel  Fine Dining Restaurant,"A Demi Chef de Partie role is available at a fantastic hotel located in North Yorkshire Role: Offering excellent training and development this position of Demi Chef de Partie is based within a hotel that has a multi AA Rosette accredited restaurant as well as a busy lounge that offers meals and exclusive function rooms.In the role of Demi Chef de Partie you will be working within a team of highly skilled chefs preparing seasonal, largely locally sourced ingredients to a very high standard. Requirements: A Demi Chef de Partie who has already had experience working in an AA Rosette accredited kitchen is needed for this position.It is important that all candidates are willing to work hard in order to continue to progress their skills. Benefits Include: Uniform Provided Meals on Duty Share of Tips Accommodation Available Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the apply now button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum & Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process.","North Yorkshire, UK, North Yorkshire",North Yorkshire,,,Chef Results,Hospitality & Catering Jobs,"From 13,000 to 15,000 per annum + Tips",14000,jobs.catererandhotelkeeper.com
42949681,Pastry Chef De Partie Durham **** Rosette Restaurant TS**** ****,"Pastry Chef De Partie Durham 3 Rosette Restaurant TS**** **** Pastry Chef De Partie position in a **** Star 3 Rosette Hotel on the Durham/North Yorkshire border. Excellent Executive Head Chef looking to recruit a talented, hard working Pastry Chef De Partie to join his team and enjoy producing very high quality desserts and breads for the esteemed restaurant within a picturesque and busy 3 red star hotel. As a Pastry Chef De Partie in a kitchen such as this, you are expected to be hard working, talented, technical in your food production and also experienced in working on your own in a pastry section within a rosette awarded establishment. Working with a medium sized brigade of about **** chefs, the Pastry Chef De Partie will be working partly on their own, but must also have good interpersonal skills for when it comes to working with other chefs within the kitchen. The kitchen is also kept very clean, and the chefs take pride in everything they do, so you must feel the same as Pastry Chef De Partie and want to produce fine food from a fantastic menu. If you have a lot of experience in pastry, and have worked in a rosette awarded restaurant before and wish to continue working in fine dining, but with some real pride and responsibility then email your CV Salary ****tips Ref ****CW Consultant Chris Wilson  Teamed up with Tara within our successful Recruitment Division.  / **** **** We are honest, fast paced and truly passionate about Recruitment. Our Consultants are all highly valued by us and love their work. We look after our clients and really get to know them. If we talk to a client about you then its very likely they will interview you. Its simple, we aim to fit a square peg into a square hole rather than ramming you into a round one. So why not make contact, maybe take a job search at www.clearselection.co.uk and reap the benefits of working alongside us. Clear Selection Recruitment is part of the Clear Selection Group This job was originally posted as www.caterer.com/JobSeeking/PastryChefDePartieDurham3RosetteRestaurantTS****_job****",Durham County Durham North East,UK,,,Clear Selection,Hospitality & Catering Jobs,18000 per annum + Tips,18000,caterer.com
43196787,Chef de Partie  High Volume Conference Centre  All Fresh Food,"A large conference centre located in Hertfordshire is looking for an experienced Chef de Partie Role: A high volume venue that is a popular venue for exclusive conferences is now looking for a Chef de Partie to run a section in the kitchen.The property offers a variety of dining options that include restaurants, private dining, banqueting, buffets as well as being host to weddings at the weekends.This is an excellent opportunity for a Chef de Partie to work within a property focused on high cooking standards where you will receive plenty of training in order to progress your own career. Requirements: It is essential that all Chef de Parties applying for this role have experience working in a high quality, fresh food environment where you carried out plenty of banqueting for large numbers.The ability to run and manage your own section in the kitchen is essential for this role. Benefits Include: Uniform Provided Meals on Duty Staff Transport Closed Over Christmas Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Sean Bosley will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieHighVolumeConferenceCentreAllFreshFood_job****",Hertfordshire South East,UK,,,Chef Results,Hospitality & Catering Jobs,"20,000 per annum",20000,caterer.com
43197040,Demi Chef de Partie  Large Four Star Hotel  Various Dining Options,"The role of Demi Chef de Partie is available at a four star hotel located in the Leeds area Role: Looking for a Demi Chef de Partie to work in the large brigade of chefs where you will be required to work on different sections preparing high quality dishes for the hotels various dining options which included a fine dining restaurant, Brasserie and banqueting rooms.This role of Demi Chef de Partie is a varied position that can offer plenty of career development opportunities for the right candidate. Requirements: A Demi Chef de Partie who has good, all round cooking abilities and has ideally already worked within a four star hotel would be ideal for this role.A candidate who is eager to continue learning would be well suited to this role. Benefits Include: Uniform Provided Meals on Duty Company Benefits Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/DemiChefdePartieLargeFourStarHotelVariousDiningOptions_job****",Leeds West Yorkshire Yorkshire,Leeds,,,Chef Results,Hospitality & Catering Jobs,"15,500 per annum",15500,caterer.com
43391380,LED Sales Executive,"Due to expansion our client are looking for an experienced LED Sales Executive. This is a fairly new division to an already successful company. This division ties in with the other products and has seen many early successes. The parent company has been around since **** and have now become one of the best in their industry. This role will see you join a growing sales team where you are expected to be pro active, a team player, take pride in your achievements and be able to work in a very busy but varied business to business role. Main duties to include: research and contact new clients in order to promote products/services visiting prospective clients to agreed appointments ensure activity targets are achieved prepare concise, quality quotations maintain and update database information ensure customers are contacted regularly to build and maintain relationships follow up enquiries in a timely manner produce reports as directed/requested provide excellent ongoing customer care effectively liaise with design and productions departments on projects We are looking for: experience within a similar business development role high level of communication skills strong team player with professional image technical or design background would be an advantage driven and self motivated person have a positive approach to sales attention to detail flexible full driving licence In return you can expect: basic salary circa ****k  ****k OTE commission and bonus healthcare pension scheme great prospects and chance to progress If you are interested in this position please contact Jade Wood on: (Apply online only) or email your CV using the link","Middleton, Greater Manchester",Middleton,,permanent,F1rst Commercial Recruitment Ltd,Sales Jobs,"40000 - 60000/annum 40k plus comm Pension, Healthcare",50000,cv-library.co.uk
43391464,Business Development Executive,"Due to expansion our client are looking for an experienced Business Development Executive. The company are an expanding Manufacturing business specialising in the design and production of specific commercial/retail equipment and have been around since **** and are now one of the best in their industry. This role will see you join a successful and established sales team where you are expected to be pro active, a team player, take pride in your achievements and be able to work in a very busy but varied business to business role. Main duties to include: research and contact new clients in order to promote products/services visiting prospective clients to agreed appointments ensure activity targets are achieved prepare concise, quality quotations maintain and update database information ensure customers are contacted regularly to build and maintain relationships follow up enquiries in a timely manner produce reports as directed/requested provide excellent ongoing customer care effectively liaise with design and productions departments on projects We are looking for: experience within a similar business development role high level of communication skills strong team player with professional image technical or design background would be an advantage driven and self motivated person have a positive approach to sales attention to detail flexible full driving licence In return you can expect: basic salary of ********k (DoE)  ********k OTE (uncapped)commission and bonus car allowance healthcare pension scheme great prospects and chance to progress If you are interested in this position please contact Jade Wood on: (Apply online only) or email your CV using the link","Middleton, Greater Manchester",Middleton,,permanent,F1rst Commercial Recruitment Ltd,Sales Jobs,24000 - 50000/annum Excellent Package,37000,cv-library.co.uk
43611713,SALES ENGINEER  NORTH WEST,"Europe s leading manufacturer of electrical/electronic interconnection and control solutions products seeks dynamic, technically astute Sales Engineer to manage and develop a customer base in the North West. Selling to both the building services and process automation markets, directly to endusers and via a distribution network this position provides a fantastic opportunity for a technically qualified professional to progress their career in a dynamic, well rewarded financially secure environment. This position would suit an ambitious Electrical or Electronic Engineer looking to pursue a career in Field sales within a growing, financially stable and people orientated company. Ideally you will possess an appropriate qualification and have spent some time in a handson engineering capacity. Essentially you will be a pro active, self motivated character with well developed communication skills and the desire to succeed in a technical sales role. Salary to **** plus bonus and car",NORTH WEST,North West London,,permanent,OP,Sales Jobs,27000 - 35000/annum,31000,cv-library.co.uk
43611718,"SALES ENGINEER  MIDLANDS, CAMBRIDGESHIRE, NORTHANTS","Europe s leading manufacturer of electrical/electronic interconnection and control solutions products seeks dynamic, technically astute Sales Engineers to manage and develop customer bases in the Midlands, Cambridgeshire and Northants areas. Selling to both the building services and process automation markets, directly to endusers and via a distribution network this position provides a fantastic opportunity for a technically qualified professional to progress their career in a dynamic, well rewarded financially secure environment. These positions would suit ambitious Electrical or Electronic Engineers looking to pursue a career in Field sales within a growing, financially stable and people orientated company. Ideally you will possess an appropriate qualification and have spent some time in a handson engineering capacity. Essentially you will be a pro active, self motivated character with well developed communication skills and the desire to succeed in a technical sales role. Salary to **** plus bonus and car","MIDLANDS, CAMBRIDGESHIRE, NORTHANTS, UK",UK,,permanent,OP,Sales Jobs,27000 - 35000/annum,31000,cv-library.co.uk
43611799,SALES ENGINEER  NORTH YORKSHIRE,"Europe s leading manufacturer of electrical/electronic interconnection and control solutions products seeks dynamic, technically astute Sales Engineer to manage and develop a customer base in North Yorkshire. Selling to both the building services and process automation markets, directly to endusers and via a distribution network this position provides a fantastic opportunity for a technically qualified professional to progress their career in a dynamic, well rewarded financially secure environment. This position would suit an ambitious Electrical or Electronic Engineer looking to pursue a career in Field sales within a growing, financially stable and people orientated company. Ideally you will possess an appropriate qualification and have spent some time in a handson engineering capacity. Essentially you will be a pro active, self motivated character with well developed communication skills and the desire to succeed in a technical sales role. Salary to **** plus bonus and car",NORTH YORKSHIRE,North Yorkshire,,permanent,OP,Sales Jobs,27000 - 35000/annum,31000,cv-library.co.uk
43611886,PROPERTY BUYER / TELESALES,"PROPERTY BUYER / TELESALES ****K TO ****K BASIC, REALISTIC OTE ****K PLUS BENEFITS INCLUDING FREE PARKING, ****0 DAYS HOLIDAY AND BUPA. BASED WILMSLOW THIS ROLE IS ADVERTISED DUE TO FURTHER GROWTH. Our client is a leading multi serviced Property company who operate within Estate Agency, Lettings, Remortgaging and Commercial Investments. The company has been established for over fifteen years and is one of the market leaders with an impeccable reputation. They are hugely focused on staff development and offer a structured progression route and career path. Working on behalf of a number of their Investor groups the role will involve sourcing, negotiating and buying Residential Properties across the UK as part of the Buying team. This role would suit an individual who has telephone based sales experience within Property, Debt Management, Finance, Sub Prime Mortgages or similar and is looking for the next step in their career with greater earning potential. Outstanding client care, and a personable and understanding approach is required in this soft sell environment. Main responsibilities: Review leads from CRM system, conduct primary research around leads before progressing Respond to leads within 24 hours, managing and progressing multiple clients concurrently Conduct indepth telephone conversations with clients, probing to gather as much information regarding the property as possible. Conducting second calls with the client to produce and negotiate the offer Manage diary for viewing and offer processing appointments Completing relevant administration tasks in line with the process requirements Arrange and conduct meetings with clients at the properties once an offer has been agreed to verify relevant legal documentation. Main skills and experience needed: Property, Debt Management, Sub Prime Mortgage, Financial Solutions or similar sales experience B2C Sales Excellent negotiation skills A desire to work to and exceed targets set A desire to earn very good levels of commission An ability to build relationships with all types of customer Candidates will receive excellent benefits including 20 days holiday, free parking, pension scheme and uncapped commission structure. Candidates suitable: Property Sales, Land Buyer, Property Buyer, Property Finder, Sales Negotiator, Senior Sales Negotiator, Estate Agent, Branch Manager, Finance sales, Debt Management Advisor, Mortgage sales Locations suitable: Manchester, Greater Manchester, Sale, Altrincham, Bolton, Wigan, Ashton, Oldham, Cheadle, Cheshire, Wilmslow, Trafford, Stretford, Lancashire, North West, Warrington, Merseyside, Liverpool, Preston, Macclesfield, Hale","WILMSLOW, Greater Manchester",UK,,permanent,Serata Search  Ltd,Sales Jobs,"18000 - 23000/annum 18K TO 23K BASIC, OTE 45K + BENEFIT",20500,cv-library.co.uk
43654928,Chef de Partie  All Round Skills  Ambitious Restaurant  Tips,"A Chef de Partie with all round skills including pastry is needed to join a restaurant in North Yorkshire Role: An award winning restaurant that is respected in the local area as an established that provides high quality food in a relaxed atmosphere is hoping to recruit a Chef de Partie who has good skills in the hot kitchen and on pastry.The owner of this venue is now looking to push the standards forward so needs a Chef de Partie who is capable of creating high end restaurant and banqueting dishes. Requirements: All Chef de Parties applying for this role must have good skills across the kitchen with experience cooking high quality ingredients in a busy restaurant or hotel environment.All chefs should be flexible, aware of hygiene regulations and used to working within a busy team. Benefits Include: Uniform Provided Meals on Duty Share of Tips Straight Shifts Excellent Opportunities To Progress If you are interested in this position or would like information on the other positions we are recruiting for or any temporary assignments please send your CV by clicking on the 'apply now' button below and our consultant Tony Papa will do his utmost to assist you in your search for employment. In line with the requirements of the Asylum Immigration Act **** all applicants must be eligible to live and work in the UK. Documented evidence of the eligibility will be required from candidates as part of the recruitment process. This job was originally posted as www.caterer.com/JobSeeking/ChefdePartieAllRoundSkillsAmbitiousRestaurantTips_job****",North Yorkshire Yorkshire,North Yorkshire,,,Chef Results,Hospitality & Catering Jobs,"17,000 per annum + Tips",17000,caterer.com
43713923,Maintenance Electrician,"Our client, a global service provider, requires Maintenance Electrician on their high profile site in Middlesex. Maintenance Electrician with previous maintenance experience in commercial buildings. Our client is looking for maintenance electrician to undertake maintenance procedures, regular checks and routine inspections in conjunction with the maintenance team, repairs and regular inspections on electrical equipment, carry out risk assessments of maintenance and repair activities. Experience with refrigeration plant such as DX and VRF systems would be a benefit. Firsthand experience of the wider Building Services tasks such as L**** Statutory testing and EHS awareness. Be able to work as part of a smaller team Required skills/qualifications are: City Guilds parts **** **** Electrical or equal, 17th edition electrical regulation and previous experience in commercial buildings doing electrical maintenance. Only apply if you have previous experience as a maintenance electrician in commercial buildings.",London,London,,contract,,Creative & Design Jobs,12.50 - 13 per hour,24480,hays.co.uk
44156175,Business Development/ Account Management/ IT sales,"We are searching for a New Business Account Manager to join an established Solutions Provider who are specialists in providing a full host of IT products and services including security, infrastructure, and storage. Working with corporate clients, you will actively search out new business opportunities, and will benefit from full technical support within the company. Consequently, you will enjoy an extremely competitive package, as well as ample career progression opportunities in a brilliant and friendly organization. Desired Skills Experience Candidate Skills required The successful candidate must have an outstanding track record of on target achievement selling technology products or services. Candidates will be selling 100% new business deals so will need to be tenacious, hungry, on the upward curve of their career; they must be professional but personable at the same time. Responsibilities include but are not limited to: Qualify and make verbal presentations to potential customers Set and manage customer expectations throughout the full sales cycle from lead to close Telesales cold warm Assist in resolving any presales technical problems Present technical concepts in a clear manner to customers through demos and proposals to assist in the sale of all services and products available Utilize working knowledge of all IT technologies to help customers augment their IT strategy Collaborate with the Sales Manager to determine best product and services fit Required Skills/Competencies: 3 years of experience in an inside sales role Proven track record in meeting or exceeding sales goals Must have strong communication skills and experience in a customer service environment dealing with end users both technical and nontechnical Excellent rapport building skills via the phone, email and limited face to face interaction Demonstrated, proven success in consultative selling and commitment to prospecting, contract negotiation, and closing customer Ability to work in a fast paced customer service/support environment with a hosting company or similar business Experience in a technical IT Solution Sales environment Goal oriented high achiever with strong work ethic and superior follow up skills Internet and business savvy Contact: cindy.mccammonbluespoint.net","Burton On Trent ,",Burton-On-Trent,full_time,,Blues Point Ltd,Other/General Jobs,"21,000 + Uncapped Commission + Pool Cars",21000,zartis.com
44325443,New Business Sales  Various  Financial Markets Software or Data,"Excelsior Professional Search is a leading executive search and recruitment firm specialising in the financial markets technology re a targeted sales professional in this market it would certainly be beneficial for you to either apply to this posting or contact us for a confidential career discussion with a view to learning if any of these roles would better your current position and earning potential. The assignments we re conducting cover the breadth of: Company types: Software vendors, market data ve sold as long as you can demonstrate a strong track record, and others require particular domain experience (such as sell side trading account farming of clients you bring on board. Experience: We have a some roles requiring just 2 years sales experience to others requiring over 10 years sales track record. Remuneration: Commensurate with experience consequently meaning high / realistic earning potential for top performing sales people. Note: We are also conducting a number of other global searches for strong sales people in Toronto, Boston, New York, Sao Paulo, South Africa, Zurich, Dubai and Hong Kong, so if you re not based in London but are in one of these locations then please do introduce yourself by applying to this advert or write to confidentialexcelsiorsearch.com. Titles: Sales Executive, Sales Consultant, Sales Manager, Sales Director, Business Development Manager, Account Manager, New Business Sales.",London,London,,,Excelsior Professional Search Ltd,Accounting & Finance Jobs,"Basic salaries range from 50,000 to 90,000 + Commission.",70000,eFinancialCareers
44363005,Electrical / Mechanical Engineer,"An exciting opportunity has arisen for experienced Electrical and Mechanical Engineers to join an established engineering firm based in Dorset. The role will involve working with skilled engineers in producing and supporting electrical and/or mechanical designs for different clients. Qualifications: At least 4 years experience in Building Services design Experience within residential and / or private sectors, preferably with consultancy experience Must have at least any of the following: Hevacomp (Mechanical) Dialux (Electrical) Amtech (Electrical) If you feel you have the skills and experience, send in your CV now","Poole, Dorset",Poole,,permanent,Indigo 21 Ltd,Engineering Jobs,25000 - 35000/annum,30000,cv-library.co.uk
44436407,Hospital Contracts Manager,"HOSPITAL CONTRACTS MANAGER, Phamaceutical products, c**** Neg.  Car Cumbria ****/****/dh HOSPITAL CONTRACTS MANAGER, Pharmaceutical: Primary Function: Responsible for maintenance of Pharmaceutical Brands & generation of new business Developing Key Advocates for business. Territory covers Cumbria, Northe East, Norther Ireland, Scotland HOSPITAL CONTRACTS MANAGER, Pharmaceutical: Key responsibilities: Manage priority accounts to deliver agreed sales & profitability targets. Work with National Sales Manager, Regional Sales Managers,Account Management Teams to target & drive new business Identify key decision makers & stakeholders to ensure Tender outcomes Responsible for Tendering process for all prioritised accounts HOSPITAL CONTRACT MANAGER, Pharmaceutical: Qualifications, Experience required: Healthcare Sales experience Experience of Tenering procurement processes Experience at Key Opinion Leader level Life Science Degree or equivalent desireable",Cumbria,Cumbria,,permanent,MatchBox Recruiting Ltd,Sales Jobs,45000 - 50000/annum c45000 + Car + Good Benefits,47500,cv-library.co.uk
44452524,Chef De Partie,"Chef De Partie Rustic Italian **** AA Rosette restaurant looking for young Chef De Partie to join creative brigade just north of Colchester. My client has an accolade winning, highly reputable country inn, boasting a fantastic rosette awarded restaurant serving brilliant rustic Italian cuisine. The best thing about it? The chefs in the brigade are a fantastic bunch. With a mild tempered Italian Head Chef that is willing to teach what he knows, this role of Chef De Partie is a very sought after position. Looking for a Chef De Partie that is willing to learn and grow as a professional, staying away from the pizza/pasta half hearted meals and cook with entirely fresh and often the finest locally sourced produce in a traditional manner. As Chef De Partie you will learn be able to make your own menu adjustments, following in the steps of the Head Chef and experimenting with flavours but never overdoing it. With all chefs from Chef De Partie to Senior Sous Chef being aided in whatever they need, this is a restaurant with an ever improving brigade, baking their own bread to butchering their own meat. As Chef De Partie in this restaurant, you will not only have a great job with a salary starting at **** plus tips and a bonus scheme, but you will have a supply of further education in the kitchen  something you cannot get everywhere else. If you are young and ambitious, hard working, and ready to travel to or relocate near this fantastic country inn to start an amazing position as Chef De Partie, then email your CV today. Salary: ****tips Ref ****CW Consultant Chris Wilson  Teamed up with Tara within our successful Recruitment Division.  / **** **** We are honest, fast paced and truly passionate about Recruitment. Our Consultants are all highly valued by us and love their work. We look after our clients and really get to know them. If we talk to a client about you then its very likely they will interview you. Its simple, we aim to fit a square peg into a square hole rather than ramming you into a round one. So why not make contact, maybe take a job search at www.clearselection.co.uk and reap the benefits of working alongside us. Clear Selection Recruitment is part of the Clear Selection Group This job was originally posted as www.caterer.com/JobSeeking/ChefDePartie_job****",Colchester Essex South East,UK,,,Clear Selection,Hospitality & Catering Jobs,17000 per annum + Tips,17000,caterer.com
44452543,Sous Chef Straight Shifts Bury St Edmunds up to ****,"Sous Chef Straight Shifts Bury St Edmunds up to **** Clear Selection are excited to be working with this international client. Our retained client are seeking a professional, accountable Sous Chef to join this elite team. As Sous chef you will be responsible for running a successful team, you will need to be smart, professional with the ability to report directly to the Head Chef and General Manager. The company are fantastic, have extremely high standards and have recently won several contracts in the Suffolk area to run particular units for public catering including a Conference exhibition centre, a caf and a prestigious events venue. We are seeking an individual who has a good solid background in volume catering but also has the creativity and finesse to assist in the more unique events. The company offers the right candidate ongoing training and mentoring, the chance to enter into culinary competitions and the ability to be responsible for running a great team. If you have a solid proven background in high level establishments, want to work for an international corporate company, can work to guidelines, can achieve **** star rating in hygiene and can effectively communicate and meet clients specifications then please send an updated CV . You must have your own transport for this role. You must be qualified ideally to NVQ level 3. References will be required. You will be required to work **** / 7 days including weekends on a rota'd basis. Salary Up to **** Ref ****JC Recruitment Manager Jemma Collins  In her fifth year with us. A great talker, always on the ball and focussed. Moving up the ladder with Clear  / **** **** Want a quick job search without the hassle of registering then paste www.clearselection.co.uk/search.php to your web browser and enjoy the experience. We are always busy and are constantly receiving new instructions from a number of different client's nationwide, which makes it good for candidates and us. In the majority of cases we have visited the client's establishment and even spent work days with them and have a very enviable reputation for finding the best for the best. If you desire a professional, honest and calm approach with the reassurance that your application will be treated confidentially if requested, we look forward to working on your behalf. Our Consultants love their jobs and its always worth trying to contact them on their mobiles in the evenings or at weekends, if you are to busy during the day. Remember if they do not contact you within **** hours, unfortunately you have not been successful in your application for this position. Clear Selection Recruitment is part of the Clear Selection Group Est. **** This job was originally posted as www.caterer.com/JobSeeking/SousChefStraightShiftsBuryStEdmundsupto****_job****",Suffolk East Anglia,UK,,,Clear Selection,Hospitality & Catering Jobs,23000 per annum,23000,caterer.com
